agency_cd	site_no	station_nm	dd_nu	parameter_cd	result_dt	result_tz_cd	result_va	result_cd	result_md
USGS	01536500	Susquehanna River at Wilkes-Barre, PA	01	00060	2013-02-18 12:45:00	EST	9820		2013-02-18 12:54:03
USGS	01538000	Wapwallopen Creek near Wapwallopen, PA	06	00060	2013-02-18 13:30:00	EST	77		2013-02-18 13:42:04
USGS	01538700	Susquehanna River at Bloomsburg, PA	02	00060	2013-02-18 13:15:00	EST	11200		2013-02-18 13:28:03
USGS	01539000	Fishing Creek near Bloomsburg, PA	01	00060	2013-02-18 13:30:00	EST	215		2013-02-18 13:36:04
USGS	01540500	Susquehanna River at Danville, PA	01	00060	2013-02-18 13:30:00	EST	11700		2013-02-18 13:42:04
USGS	01541000	West Branch Susquehanna River at Bower, PA	01	00060	2013-02-18 13:00:00	EST	364		2013-02-18 13:10:03
USGS	01541200	WB Susquehanna River near Curwensville, PA	01	00060	2013-02-18 13:00:00	EST	406		2013-02-18 13:10:03
USGS	01541303	West Branch Susquehanna River at Hyde, PA	01	00060	2013-02-18 13:00:00	EST	631		2013-02-18 13:10:03
USGS	01541500	Clearfield Creek at Dimeling, PA	04	00060	2013-02-18 12:45:00	EST	360		2013-02-18 12:52:03
USGS	01542500	WB Susquehanna River at Karthaus, PA	01	00060	2013-02-18 13:30:00	EST	1720		2013-02-18 13:42:04
USGS	01542810	Waldy Run near Emporium, PA	04	00060	2013-02-18 13:00:00	EST	7.4		2013-02-18 13:12:03
USGS	01543000	Driftwood Br Sinnemahoning Cr at Sterling Run, PA	06	00060	2013-02-18 12:45:00	EST	164		2013-02-18 12:52:03
USGS	01543500	Sinnemahoning Creek at Sinnemahoning, PA	01	00060	2013-02-18 12:45:00	EST	651		2013-02-18 12:58:02
USGS	01543693	East Fork Sinnemahoning at Wharton Township, PA	02	00060	2013-02-18 13:00:00	EST	60		2013-02-18 13:04:03
USGS	01543700	First Fork Sinnemahoning Creek at Wharton, PA	01	00060	2013-02-18 13:00:00	EST	114		2013-02-18 13:10:03
USGS	01544000	First Fork Sinnemahoning Cr near Sinnemahoning, PA	01	00060	2013-02-18 13:00:00	EST	129		2013-02-18 13:10:03
USGS	01544500	Kettle Creek at Cross Fork, PA	01	00060	2013-02-18 13:00:00	EST	84		2013-02-18 13:12:03
USGS	01545000	Kettle Creek near Westport, PA	01	00060	2013-02-18 13:00:00	EST	129		2013-02-18 13:10:03
USGS	01545500	West Branch Susquehanna River at Renovo, PA	01	00060	2013-02-18 13:30:00	EST	3200		2013-02-18 13:38:02
USGS	01545600	Young Womans Creek near Renovo, PA	16	00060	2013-02-18 13:00:00	EST	55		2013-02-18 13:14:03
USGS	01545800	WB Susquehanna River at Lock Haven, PA	16	00060	2013-02-18 13:15:00	EST	3470		2013-02-18 13:24:03
USGS	01546400	Spring Creek at Houserville, PA	04	00060	2013-02-18 12:45:00	EST	58		2013-02-18 12:56:03
USGS	01546500	Spring Creek near Axemann, PA	17	00060	2013-02-18 12:45:00	EST	93		2013-02-18 13:02:02
USGS	01547100	Spring Creek at Milesburg, PA	04	00060	2013-02-18 13:15:00	EST	215		2013-02-18 13:28:03
USGS	01547200	Bald Eagle Creek bl Spring Creek at Milesburg, PA	01	00060	2013-02-18 13:00:00	EST	297		2013-02-18 13:10:03
USGS	01547500	Bald Eagle Creek at Blanchard, PA	01	00060	2013-02-18 13:00:00	EST	907		2013-02-18 13:10:03
USGS	01547700	Marsh Creek at Blanchard, PA	07	00060	2013-02-18 12:45:00	EST	24		2013-02-18 13:04:03
USGS	01547950	Beech Creek at Monument, PA	08	00060	2013-02-18 13:00:00	EST	160		2013-02-18 13:04:03
USGS	01548005	Bald Eagle Creek near Beech Creek Station, PA	01	00060	2013-02-18 13:30:00	EST	1120		2013-02-18 13:38:02
USGS	01548303	Straight Run, Site 1, at Marsh Creek, PA	01	00060	2013-02-18 13:15:00	EST	29		2013-02-18 13:22:03
USGS	01548500	Pine Creek at Cedar Run, PA	06	00060	2013-02-18 13:15:00	EST	369		2013-02-18 13:22:03
USGS	01549500	Blockhouse Creek near English Center, PA	08	00060	2013-02-18 13:00:00	EST	54		2013-02-18 13:04:03
USGS	01549700	Pine Creek bl L Pine Creek near Waterville, PA	11	00060	2013-02-18 13:15:00	EST	659		2013-02-18 13:28:03
USGS	01549760	WB Susquehanna River at Jersey Shore, PA	11	00060	2013-02-18 13:15:00	EST	6190		2013-02-18 13:18:02
USGS	01550000	Lycoming Creek near Trout Run, PA	04	00060	2013-02-18 12:45:00	EST	100		2013-02-18 12:54:03
USGS	01550500	Lycoming Creek near Williamsport, PA	02	00060	2013-02-18 13:15:00	EST	191		2013-02-18 13:30:04
USGS	01551500	WB Susquehanna River at Williamsport, PA	01	00060	2013-02-18 13:30:00	EST	6920		2013-02-18 13:34:02
USGS	01552000	Loyalsock Creek at Loyalsockville, PA	04	00060	2013-02-18 13:30:00	EST	338		2013-02-18 13:48:03
USGS	01552500	Muncy Creek near Sonestown, PA	08	00060	2013-02-18 13:15:00	EST	63		2013-02-18 13:20:03
USGS	01553005	Muncy Creek near Muncy, PA	02	00060	2013-02-18 13:30:00	EST	131		2013-02-18 13:48:03
USGS	01553500	West Branch Susquehanna River at Lewisburg, PA	01	00060	2013-02-18 13:00:00	EST	7590		2013-02-18 13:38:02
USGS	01553700	Chillisquaque Creek at Washingtonville, PA	06	00060	2013-02-18 13:30:00	EST	42		2013-02-18 13:36:04
USGS	01554000	Susquehanna River at Sunbury, PA	01	00060	2013-02-18 12:45:00	EST	21300		2013-02-18 13:02:02
USGS	01555000	Penns Creek at Penns Creek, PA	08	00060	2013-02-18 13:00:00	EST	381		2013-02-18 13:04:03
USGS	01555500	East Mahantango Creek near Dalmatia, PA	06	00060	2013-02-18 13:00:00	EST	121		2013-02-18 13:10:03
USGS	01556000	Frankstown Br Juniata River at Williamsburg, PA	01	00060	2013-02-18 13:30:00	EST	332		2013-02-18 13:42:04
USGS	01557500	Bald Eagle Creek at Tyrone, PA	04	00060	2013-02-18 13:30:00	EST	111		2013-02-18 13:42:04
USGS	01558000	Little Juniata River at Spruce Creek, PA	01	00060	2013-02-18 13:15:00	EST	232		2013-02-18 13:32:04
USGS	01559000	Juniata River at Huntingdon, PA	01	00060	2013-02-18 13:00:00	EST	895		2013-02-18 13:12:03
USGS	01560000	Dunning Creek at Belden, PA	04	00060	2013-02-18 13:00:00	EST	166		2013-02-18 13:08:02
USGS	01562000	Raystown Branch Juniata River at Saxton, PA	01	00060	2013-02-18 13:00:00	EST	744		2013-02-18 13:12:03
USGS	01563200	Rays Br Juniata R bl Rays Dam nr Huntingdon, PA	01	00060	2013-02-18 13:30:00	EST	1170		2013-02-18 13:32:04
USGS	01563500	Juniata River at Mapleton Depot, PA	01	00060	2013-02-18 13:15:00	EST	2270		2013-02-18 13:24:03
USGS	01564500	Aughwick Creek near Three Springs, PA	04	00060	2013-02-18 13:00:00	EST	143		2013-02-18 13:06:03
USGS	01564512	Aughwick Creek near Shirleysburg, PA	11	00060	2013-02-18 13:30:00	EST	188		2013-02-18 13:44:02
USGS	01564895	Juniata River at Lewistown, PA	02	00060	2013-02-18 13:30:00	EST	2700		2013-02-18 13:48:03
USGS	01565000	Kishacoquillas Creek at Reedsville, PA	04	00060	2013-02-18 13:00:00	EST	169		2013-02-18 13:08:02
USGS	01566000	Tuscarora Creek near Port Royal, PA	01	00060	2013-02-18 13:00:00	EST	138		2013-02-18 13:08:02
USGS	01567500	Bixler Run near Loysville, PA	10	00060	2013-02-18 13:00:00	EST	15		2013-02-18 13:08:02
USGS	01568000	Sherman Creek at Shermans Dale, PA	05	00060	2013-02-18 13:15:00	EST	108		2013-02-18 13:30:04
USGS	01569460	Big Spring Creek at Big Spring, PA	02	00060	2013-02-18 13:00:00	EST	35		2013-02-18 13:12:03
USGS	01570000	Conodoguinet Creek near Hogestown, PA	04	00060	2013-02-18 13:30:00	EST	472		2013-02-18 13:38:02
USGS	01570500	Susquehanna River at Harrisburg, PA	01	00060	2013-02-18 13:00:00	EST	28200		2013-02-18 13:24:03
USGS	01571184	Mountain Creek near Pine Grove Furnace, PA	02	00060	2013-02-18 12:45:00	EST	17		2013-02-18 12:52:03
USGS	01571500	Yellow Breeches Creek near Camp Hill, PA	06	00060	2013-02-18 12:45:00	EST	287		2013-02-18 12:56:03
USGS	01572025	Swatara Creek near Pine Grove, PA	04	00060	2013-02-18 13:30:00	EST	156		2013-02-18 13:32:04
USGS	01572190	Swatara Creek near Inwood, PA	04	00060	2013-02-18 13:15:00	EST	191		2013-02-18 13:28:03
USGS	01573000	Swatara Creek at Harper Tavern, PA	08	00060	2013-02-18 13:15:00	EST	324		2013-02-18 13:24:03
USGS	01573560	Swatara Creek near Hershey, PA	04	00060	2013-02-18 12:45:00	EST	595		2013-02-18 13:02:02
USGS	01573825	West Conewago Creek at East Berlin, PA	02	00060	2013-02-18 12:45:00	EST	178		2013-02-18 12:56:03
USGS	01573849	Bermudian Creek at Oxford Road nr Heidlersburg, PA	02	00060	2013-02-18 13:30:00	EST	13		2013-02-18 13:38:02
USGS	01574000	West Conewago Creek near Manchester, PA	04	00060	2013-02-18 13:00:00	EST	602		2013-02-18 13:08:02
USGS	01574500	Codorus Creek at Spring Grove, PA	01	00060	2013-02-18 13:00:00	EST	83		2013-02-18 13:10:03
USGS	01575500	Codorus Creek near York, PA	01	00060	2013-02-18 13:00:00	EST	286		2013-02-18 13:10:03
USGS	01576000	Susquehanna River at Marietta, PA	04	00060	2013-02-18 13:30:00	EST	31000		2013-02-18 13:32:04
USGS	01576500	Conestoga River at Lancaster, PA	08	00060	2013-02-18 13:30:00	EST	558		2013-02-18 13:32:04
USGS	015765195	Big Spring Run near Mylin Corners, PA	02	00060	2013-02-18 12:45:00	EST	5.0		2013-02-18 13:04:03
USGS	01576754	Conestoga River at Conestoga, PA	04	00060	2013-02-18 13:30:00	EST	800		2013-02-18 13:34:02
USGS	01576787	Pequea Creek at Martic Forge, PA	01	00060	2013-02-18 12:45:00	EST	199		2013-02-18 12:50:04
USGS	01578310	SUSQUEHANNA RIVER AT CONOWINGO, MD	02	00060	2013-02-18 13:30:00	EST	6360		2013-02-18 13:45:03
USGS	01578475	Octoraro Creek near Richardsmere, MD	02	00060	2013-02-18 12:45:00	EST	162		2013-02-18 12:58:02
USGS	01580000	DEER CREEK AT ROCKS, MD	01	00060	2013-02-18 13:15:00	EST	130		2013-02-18 13:31:03
USGS	01580520	DEER CREEK NEAR DARLINGTON, MD	02	00060	2013-02-18 13:15:00	EST	207		2013-02-18 13:31:03
USGS	01492500	SALLIE HARRIS CREEK NEAR CARMICHAEL, MD	01	00060	2013-02-18 12:45:00	EST	6.3		2013-02-18 13:01:03
USGS	01493000	UNICORN BRANCH NEAR MILLINGTON, MD	01	00060	2013-02-18 13:15:00	EST	25		2013-02-18 13:21:03
USGS	01493112	CHESTERVILLE BRANCH NEAR CRUMPTON, MD	02	00060	2013-02-18 13:00:00	EST	5.9		2013-02-18 13:11:03
USGS	01493500	MORGAN CREEK NEAR KENNEDYVILLE, MD	01	00060	2013-02-18 12:45:00	EST	6.0		2013-02-18 13:05:03
USGS	01494150	THREE BRIDGES BRANCH AT CENTREVILLE, MD	02	00060	2013-02-18 13:00:00	EST	6.0		2013-02-18 13:15:03
USGS	01494850	East Branch Big Elk Creek at Forestville, PA	02	00060	2013-02-18 13:30:00	EST	9.0		2013-02-18 13:34:02
USGS	01495000	BIG ELK CREEK AT ELK MILLS, MD	01	00060	2013-02-18 12:45:00	EST	53		2013-02-18 13:05:03
USGS	01580700	SWAN CREEK AT SWAN CREEK, MD	02	00060	2013-02-18 13:15:00	EST	13		2013-02-18 13:35:02
USGS	01581500	BYNUM RUN AT BEL AIR, MD	01	00060	2013-02-18 13:15:00	EST	6.7		2013-02-18 13:25:03
USGS	01581649	JAMES RUN NEAR BELCAMP, MD	02	00060	2013-02-18 12:45:00	EST	8.5		2013-02-18 12:51:02
USGS	01581700	WINTERS RUN NEAR BENSON, MD	01	00060	2013-02-18 13:15:00	EST	50		2013-02-18 13:21:03
USGS	01581752	PLUMTREE RUN NEAR BEL AIR, MD	02	00060	2013-02-18 13:15:00	EST	2.1		2013-02-18 13:35:02
USGS	0158175320	WHEEL CREEK NEAR ABINGDON, MD	02	00060	2013-02-18 12:50:00	EST	0.51		2013-02-18 12:55:03
USGS	01581757	OTTER POINT CREEK NEAR EDGEWOOD, MD	02	00060	2013-02-18 13:15:00	EST	59		2013-02-18 13:35:02
USGS	01581810	GUNPOWDER FALLS AT HOFFMANVILLE, MD	02	00060	2013-02-18 13:15:00	EST	36		2013-02-18 13:35:02
USGS	01581830	GRAVE RUN NEAR BECKLEYSVILLE, MD	02	00060	2013-02-18 13:00:00	EST	16		2013-02-18 13:05:03
USGS	01581870	GEORGES RUN NEAR BECKLEYSVILLE, MD	02	00060	2013-02-18 13:15:00	EST	19		2013-02-18 13:31:03
USGS	01581920	GUNPOWDER FALLS NEAR PARKTON, MD	02	00060	2013-02-18 13:00:00	EST	121		2013-02-18 13:05:03
USGS	01581960	BEETREE RUN AT BENTLEY SPRINGS, MD	02	00060	2013-02-18 13:30:00	EST	13		2013-02-18 13:35:02
USGS	01582000	LITTLE FALLS AT BLUE MOUNT, MD	01	00060	2013-02-18 13:15:00	EST	84		2013-02-18 13:21:03
USGS	01582500	GUNPOWDER FALLS AT GLENCOE, MD	01	00060	2013-02-18 13:15:00	EST	279		2013-02-18 13:31:03
USGS	01583100	PINEY RUN AT DOVER, MD	01	00060	2013-02-18 12:45:00	EST	17		2013-02-18 12:51:02
USGS	01583500	WESTERN RUN AT WESTERN RUN, MD	01	00060	2013-02-18 13:30:00	EST	99		2013-02-18 13:45:03
USGS	01583570	POND BRANCH AT OREGON RIDGE, MD	01	00060	2013-02-18 13:30:00	EST	0.18		2013-02-18 13:45:03
USGS	01583580	BAISMAN RUN AT BROADMOOR, MD	02	00060	2013-02-18 13:15:00	EST	2.5		2013-02-18 13:31:03
USGS	01583600	BEAVERDAM RUN AT COCKEYSVILLE, MD	01	00060	2013-02-18 13:30:00	EST	22		2013-02-18 13:35:02
USGS	0158397967	MINEBANK RUN NEAR GLEN ARM, MD	02	00060	2013-02-18 12:50:00	EST	1.3		2013-02-18 12:55:03
USGS	01584050	LONG GREEN CREEK AT GLEN ARM, MD	01	00060	2013-02-18 13:15:00	EST	12		2013-02-18 13:31:03
USGS	01584500	LITTLE GUNPOWDER FALLS AT LAUREL BROOK, MD	01	00060	2013-02-18 13:15:00	EST	48		2013-02-18 13:31:03
USGS	01585090	WHITEMARSH RUN NEAR FULLERTON, MD	02	00060	2013-02-18 12:50:00	EST	1.8		2013-02-18 13:01:03
USGS	01585100	WHITEMARSH RUN AT WHITE MARSH, MD	01	00060	2013-02-18 13:30:00	EST	4.3		2013-02-18 13:45:03
USGS	01585104	HONEYGO RUN NEAR WHITE MARSH, MD	02	00060	2013-02-18 12:45:00	EST	1.6		2013-02-18 13:01:03
USGS	01585200	WEST BRANCH HERRING RUN AT IDLEWYLDE, MD	01	00060	2013-02-18 13:05:00	EST	1.2		2013-02-18 13:15:03
USGS	01585225	MOORES RUN TRIB. NEAR TODD AVE AT BALTIMORE, MD	02	00060	2013-02-18 13:28:00	EST	0.09		2013-02-18 13:35:02
USGS	01585230	MOORES RUN AT RADECKE AVE AT BALTIMORE, MD	02	00060	2013-02-18 13:02:00	EST	1.2		2013-02-18 13:11:03
USGS	01585500	CRANBERRY BRANCH NEAR WESTMINSTER, MD	01	00060	2013-02-18 13:30:00	EST	2.5		2013-02-18 13:35:02
USGS	01586000	NORTH BRANCH PATAPSCO RIVER AT CEDARHURST, MD	01	00060	2013-02-18 13:00:00	EST	78		2013-02-18 13:21:03
USGS	01586210	BEAVER RUN NEAR FINKSBURG, MD	01	00060	2013-02-18 13:15:00	EST	21		2013-02-18 13:21:03
USGS	01586610	MORGAN RUN NEAR LOUISVILLE, MD	01	00060	2013-02-18 13:00:00	EST	41		2013-02-18 13:15:03
USGS	01589100	EAST BRANCH HERBERT RUN AT ARBUTUS, MD	01	00060	2013-02-18 12:45:00	EST	1.2		2013-02-18 12:51:02
USGS	01589180	GWYNNS FALLS AT GLYNDON, MD	02	00060	2013-02-18 13:15:00	EST	0.16		2013-02-18 13:21:03
USGS	01589197	GWYNNS FALLS NEAR DELIGHT, MD	02	00060	2013-02-18 12:45:00	EST	4.2		2013-02-18 13:01:03
USGS	01589238	GWYNNS FALLS TRIBUTARY AT MCDONOGH, MD	02	00060	2013-02-18 12:45:00	EST	0.036		2013-02-18 13:01:03
USGS	01589290	SCOTTS LEVEL BRANCH AT ROCKDALE, MD	02	00060	2013-02-18 12:55:00	EST	1.8		2013-02-18 13:01:03
USGS	01589300	GWYNNS FALLS AT VILLA NOVA, MD	02	00060	2013-02-18 13:30:00	EST	23		2013-02-18 13:41:04
USGS	01589305	POWDER MILL RUN NEAR LOCHEARN, MD	02	00060	2013-02-18 12:55:00	EST	2.1		2013-02-18 13:01:03
USGS	01589312	DEAD RUN NEAR CATONSVILLE, MD	02	00060	2013-02-18 13:05:00	EST	0.50		2013-02-18 13:31:03
USGS	01589316	DEAD RUN TRIBUTARY NEAR WOODLAWN, MD	02	00060	2013-02-18 13:05:00	EST	0.14		2013-02-18 13:31:03
USGS	01589330	DEAD RUN AT FRANKLINTOWN, MD	01	00060	2013-02-18 12:40:00	EST	2.2		2013-02-18 12:51:02
USGS	01589352	GWYNNS FALLS AT WASHINGTON BLVD AT BALTIMORE, MD	02	00060	2013-02-18 13:25:00	EST	43		2013-02-18 13:31:03
USGS	01589440	JONES FALLS AT SORRENTO, MD	01	00060	2013-02-18 12:45:00	EST	29		2013-02-18 13:01:03
USGS	01589464	STONY RUN AT RIDGEMEDE ROAD AT BALTIMORE, MD	02	00060	2013-02-18 12:44:00	EST	1.1		2013-02-18 12:51:02
USGS	01589500	SAWMILL CREEK AT GLEN BURNIE, MD	01	00060	2013-02-18 12:45:00	EST	5.3		2013-02-18 13:01:03
USGS	01589795	SOUTH FORK JABEZ BRANCH AT MILLERSVILLE, MD	02	00060	2013-02-18 12:55:00	EST	0.54		2013-02-18 13:01:03
USGS	01491000	CHOPTANK RIVER NEAR GREENSBORO, MD	02	00060	2013-02-18 13:15:00	EST	199		2013-02-18 13:31:03
USGS	01491500	TUCKAHOE CREEK NEAR RUTHSBURG, MD	01	00060	2013-02-18 12:45:00	EST	104		2013-02-18 13:05:03
USGS	01591000	PATUXENT RIVER NEAR UNITY, MD	01	00060	2013-02-18 12:45:00	EST	41		2013-02-18 13:05:03
USGS	01591400	CATTAIL CREEK NEAR GLENWOOD, MD	01	00060	2013-02-18 12:45:00	EST	25		2013-02-18 13:01:03
USGS	01591610	PATUXENT RIVER BELOW BRIGHTON DAM NEAR BRIGHTON,MD	01	00060	2013-02-18 12:45:00	EST	79		2013-02-18 13:01:03
USGS	01591700	HAWLINGS RIVER NEAR SANDY SPRING, MD	01	00060	2013-02-18 12:45:00	EST	23		2013-02-18 12:55:03
USGS	01592500	PATUXENT RIV NEAR LAUREL, MD	01	00060	2013-02-18 13:00:00	EST	43		2013-02-18 13:15:03
USGS	01593500	LITTLE PATUXENT RIVER AT GUILFORD, MD	01	00060	2013-02-18 13:00:00	EST	39		2013-02-18 13:05:03
USGS	01594000	LITTLE PATUXENT RIVER AT SAVAGE, MD	01	00060	2013-02-18 13:15:00	EST	93		2013-02-18 13:21:03
USGS	01594440	PATUXENT RIVER NEAR BOWIE, MD	02	00060	2013-02-18 12:45:00	EST	289		2013-02-18 12:51:02
USGS	01594526	WESTERN BRANCH AT UPPER MARLBORO, MD	01	00060	2013-02-18 13:15:00	EST	42		2013-02-18 13:21:03
USGS	01486500	BEAVERDAM CREEK NEAR SALISBURY, MD	01	00060	2013-02-18 13:15:00	EST	30		2013-02-18 13:35:02
USGS	01490000	CHICAMACOMICO RIVER NEAR SALEM, MD	01	00060	2013-02-18 13:15:00	EST	20		2013-02-18 13:31:03
USGS	01487000	NANTICOKE RIVER NEAR BRIDGEVILLE, DE	01	00060	2013-02-18 13:15:00	EST	118		2013-02-18 13:31:03
USGS	01488500	MARSHYHOPE CREEK NEAR ADAMSVILLE, DE	01	00060	2013-02-18 12:45:00	EST	71		2013-02-18 13:05:03
USGS	01485000	POCOMOKE RIVER NEAR WILLARDS, MD	01	00060	2013-02-18 12:45:00	EST	129		2013-02-18 13:01:03
USGS	01485500	NASSAWANGO CREEK NEAR SNOW HILL, MD	01	00060	2013-02-18 13:30:00	EST	86		2013-02-18 13:35:02
USGS	01486000	MANOKIN BRANCH NEAR PRINCESS ANNE, MD	01	00060	2013-02-18 13:15:00	EST	8.5		2013-02-18 13:35:02
USGS	01484525	MILLSBORO POND OUTLET AT MILLSBORO, DE	01	00060	2013-02-18 13:15:00	EST	139		2013-02-18 13:31:03
USGS	01484695	BEAVERDAM DITCH NEAR MILLVILLE, DE	02	00060	2013-02-18 13:15:00	EST	4.5		2013-02-18 13:35:02
USGS	0148471320	BIRCH BRANCH AT SHOWELL, MD	02	00060	2013-02-18 12:45:00	EST	9.6		2013-02-18 13:01:03
USGS	01605500	SOUTH BRANCH POTOMAC RIVER AT FRANKLIN, WV	01	00060	2013-02-18 13:30:00	EST	86		2013-02-18 13:38:02
USGS	01606000	N F SOUTH BRANCH POTOMAC RIVER AT CABINS, WV	02	00060	2013-02-18 13:00:00	EST	285		2013-02-18 13:16:03
USGS	01606500	SOUTH BRANCH POTOMAC RIVER NEAR PETERSBURG, WV	02	00060	2013-02-18 13:00:00	EST	456		2013-02-18 13:14:03
USGS	01607500	S F SOUTH BRANCH POTOMAC RIVER AT BRANDYWINE, WV	01	00060	2013-02-18 13:00:00	EST	41		2013-02-18 13:16:03
USGS	01608000	S F SOUTH BRANCH POTOMAC RIVER NR MOOREFIELD, WV	01	00060	2013-02-18 13:15:00	EST	105		2013-02-18 13:32:04
USGS	01608500	SOUTH BRANCH POTOMAC RIVER NEAR SPRINGFIELD, WV	02	00060	2013-02-18 13:30:00	EST	902		2013-02-18 13:42:04
USGS	01594950	MCMILLAN F NEAR FORT PENDLETON, MD	05	00060	2013-02-18 13:30:00	EST	5.5		2013-02-18 13:45:03
USGS	01595000	NORTH BRANCH POTOMAC RIVER AT STEYER, MD	01	00060	2013-02-18 13:15:00	EST	206		2013-02-18 13:31:03
USGS	01595300	ABRAM CREEK AT OAKMONT, WV	01	00060	2013-02-18 13:15:00	EST	66		2013-02-18 13:20:03
USGS	01595500	NORTH BRANCH POTOMAC RIVER AT KITZMILLER, MD	02	00060	2013-02-18 13:15:00	EST	328		2013-02-18 13:31:03
USGS	01595800	NORTH BRANCH POTOMAC RIVER AT BARNUM, WV	02	00060	2013-02-18 13:15:00	EST	421		2013-02-18 13:31:03
USGS	01596500	SAVAGE RIVER NEAR BARTON, MD	01	00060	2013-02-18 13:15:00	EST	100		2013-02-18 13:31:03
USGS	01597500	SAVAGE RIV BL SAVAGE RIV DAM NEAR BLOOMINGTON, MD	01	00060	2013-02-18 13:15:00	EST	182		2013-02-18 13:31:03
USGS	01598500	NORTH BRANCH POTOMAC RIVER AT LUKE, MD	02	00060	2013-02-18 13:00:00	EST	692		2013-02-18 13:15:03
USGS	01598650	SAND SPRING RUN AT FROSTBURG, MD	02	00060	2013-02-18 13:35:00	EST	17		2013-02-18 13:45:03
USGS	01599000	GEORGES CREEK AT FRANKLIN, MD	02	00060	2013-02-18 12:45:00	EST	83		2013-02-18 13:01:03
USGS	01601000	Wills Creek below Hyndman, PA	02	00060	2013-02-18 13:15:00	EST	159		2013-02-18 13:28:03
USGS	01601100	WILLS CREEK AT ELLERSLIE, MD	02	00060	2013-02-18 13:15:00	EST	194		2013-02-18 13:21:03
USGS	01601500	WILLS CREEK NEAR CUMBERLAND, MD	01	00060	2013-02-18 13:00:00	EST	294		2013-02-18 13:15:03
USGS	01603000	NORTH BRANCH POTOMAC RIVER NEAR CUMBERLAND, MD	02	00060	2013-02-18 13:15:00	EST	1220		2013-02-18 13:31:03
USGS	01604500	PATTERSON CREEK NEAR HEADSVILLE, WV	01	00060	2013-02-18 13:45:00	EST	175		2013-02-18 13:48:03
USGS	01609000	TOWN CREEK NEAR OLDTOWN, MD	01	00060	2013-02-18 13:30:00	EST	102		2013-02-18 13:35:02
USGS	01610000	POTOMAC RIVER AT PAW PAW, WV	02	00060	2013-02-18 13:15:00	EST	2720		2013-02-18 13:31:03
USGS	01610155	SIDELING HILL CREEK NEAR BELLEGROVE, MD	01	00060	2013-02-18 13:00:00	EST	44		2013-02-18 13:11:03
USGS	01610400	WAITES RUN NEAR WARDENSVILLE, WV	02	00060	2013-02-18 13:00:00	EST	12		2013-02-18 13:14:03
USGS	01611500	CACAPON RIVER NEAR GREAT CACAPON, WV	02	00060	2013-02-18 13:30:00	EST	395		2013-02-18 13:42:04
USGS	01613000	POTOMAC RIVER AT HANCOCK, MD	02	00060	2013-02-18 13:15:00	EST	3420		2013-02-18 13:31:03
USGS	01613030	WARM SPRINGS RUN NEAR BERKELEY SPRINGS, WV	02	00060	2013-02-18 12:45:00	EST	2.8		2013-02-18 13:02:02
USGS	01613050	Tonoloway Creek near Needmore, PA	05	00060	2013-02-18 13:00:00	EST	17		2013-02-18 13:12:03
USGS	01613095	TONOLOWAY CREEK NEAR HANCOCK, MD	02	00060	2013-02-18 12:45:00	EST	52		2013-02-18 13:01:03
USGS	01613525	LICKING CREEK AT PECTONVILLE, MD	02	00060	2013-02-18 13:00:00	EST	148		2013-02-18 13:11:03
USGS	01613900	HOGUE CREEK NEAR HAYFIELD, VA	01	00060	2013-02-18 13:30:00	EST	10		2013-02-18 13:44:02
USGS	01614000	BACK CREEK NEAR JONES SPRINGS, WV	01	00060	2013-02-18 12:45:00	EST	137		2013-02-18 12:56:03
USGS	01614500	CONOCOCHEAGUE CREEK AT FAIRVIEW, MD	02	00060	2013-02-18 12:45:00	EST	536		2013-02-18 12:55:03
USGS	01615000	OPEQUON CREEK NEAR BERRYVILLE, VA	01	00060	2013-02-18 13:30:00	EST	62		2013-02-18 13:50:02
USGS	01616100	DRY MARSH RUN NEAR BERRYVILLE, VA	02	00060	2013-02-18 13:15:00	EST	7.2		2013-02-18 13:24:03
USGS	01616400	MILL CREEK AT BUNKER HILL, WV	02	00060	2013-02-18 12:45:00	EST	15		2013-02-18 13:02:02
USGS	01616500	OPEQUON CREEK NEAR MARTINSBURG, WV	02	00060	2013-02-18 13:00:00	EST	225		2013-02-18 13:04:03
USGS	01617000	TUSCARORA CREEK ABOVE MARTINSBURG, WV	02	00060	2013-02-18 13:30:00	EST	17		2013-02-18 13:36:04
USGS	01617800	MARSH RUN AT GRIMES, MD	01	00060	2013-02-18 13:15:00	EST	16		2013-02-18 13:21:03
USGS	01618100	ROCKYMARSH RUN AT SCRABBLE, WV	01	00060	2013-02-18 13:30:00	EST	14		2013-02-18 13:44:02
USGS	01619000	ANTIETAM CREEK NEAR WAYNESBORO, PA	01	00060	2013-02-18 12:45:00	EST	139		2013-02-18 13:01:03
USGS	01619500	ANTIETAM CREEK NEAR SHARPSBURG, MD	02	00060	2013-02-18 13:30:00	EST	398		2013-02-18 13:35:02
USGS	01620500	NORTH RIVER NEAR STOKESVILLE, VA	01	00060	2013-02-18 12:45:00	EST	3.8		2013-02-18 13:04:03
USGS	01621050	MUDDY CREEK AT MOUNT CLINTON, VA	02	00060	2013-02-18 12:45:00	EST	7.8		2013-02-18 12:54:03
USGS	01622000	NORTH RIVER NEAR BURKETOWN, VA	01	00060	2013-02-18 12:45:00	EST	207		2013-02-18 13:00:02
USGS	01625000	MIDDLE RIVER NEAR GROTTOES, VA	01	00060	2013-02-18 13:15:00	EST	165		2013-02-18 13:30:04
